GeneName,Comparison,count,dS_median,dS_mean,dS_SD,dN_median,dN_mean,dN_SD
14586at155619,between,5658,0.3154,0.31709818,0.032643468,0.0325,0.038993461,0.030558157
14586at155619,T. abietinum,9453,0.0828,0.08139762,0.035434875,0.0175,0.018253803,0.011488405
14586at155619,T. fuscoviolaceum,820,0.1171,0.113298537,0.053849682,0.0185,0.02973378,0.040372149
14628at155619,between,5658,0.3167,0.315279639,0.013902853,0.0339,0.034182856,0.00198123
14628at155619,T. abietinum,9453,0.072,0.080212039,0.039074052,0.0067,0.007188025,0.004108892
14628at155619,T. fuscoviolaceum,820,0.0462,0.042961707,0.024449547,0.0059,0.006182195,0.003303637
14664at155619,between,5658,0.4047,0.405316455,0.030003217,0.0376,0.039035914,0.007192162
14664at155619,T. abietinum,9453,0.0765,0.077934836,0.034976469,0.009,0.011518481,0.009843533
14664at155619,T. fuscoviolaceum,820,0.06565,0.059421341,0.04219176,0.0117,0.010528415,0.006938862
14732at155619,between,5658,0.3796,0.378780541,0.036920591,0.0145,0.017373842,0.016732225
14732at155619,T. abietinum,9453,0.1148,0.115911076,0.053908949,0.0031,0.003562562,0.002330006
14732at155619,T. fuscoviolaceum,820,0.0219,0.057106098,0.054847216,0.001,0.008151463,0.0238901
14863at155619,between,5658,0.4286,0.429749505,0.025551906,0.0136,0.013590244,0.002154557
14863at155619,T. abietinum,9453,0.0964,0.085521052,0.045364119,0.0075,0.006439416,0.003853983
14863at155619,T. fuscoviolaceum,820,0.04845,0.054562805,0.041773224,0.003,0.002657439,0.002403804
14884at155619,between,5658,0.333,0.338559084,0.024131442,0.0819,0.08099977,0.004558838
14884at155619,T. abietinum,9453,0.0852,0.082151084,0.054611496,0.0225,0.021957178,0.012792222
14884at155619,T. fuscoviolaceum,820,0.0074,0.05020622,0.05837727,0.0031,0.010007683,0.010044287
15198at155619,between,5658,0.4886,0.485533192,0.031466172,0.0172,0.016757264,0.004028628
15198at155619,T. abietinum,9453,0.1207,0.108586057,0.061565047,0.0069,0.006141934,0.003980872
15198at155619,T. fuscoviolaceum,820,0.0579,0.065398415,0.039410583,0.0051,0.00459561,0.00342856
1520at155619,between,5658,0.47685,0.477400813,0.012558416,0.0753,0.076427678,0.003600247
1520at155619,T. abietinum,9453,0.0539,0.047102497,0.038578987,0.0171,0.01380823,0.010820559
1520at155619,T. fuscoviolaceum,820,0.0166,0.044216463,0.041155507,0.0052,0.008932683,0.007609947
15242at155619,between,5658,0.3341,0.338401873,0.017698532,0.0145,0.01541315,0.003719161
15242at155619,T. abietinum,9453,0.1015,0.093101566,0.045388927,0.0024,0.003596001,0.002984261
15242at155619,T. fuscoviolaceum,820,0.0081,0.02739122,0.027140575,0.0012,0.002966585,0.004582374
15275at155619,between,5658,0.3652,0.364481531,0.035615105,0.026,0.023893478,0.004136182
15275at155619,T. abietinum,9453,0.0789,0.088305004,0.072046587,0.0068,0.007595737,0.005522325
15275at155619,T. fuscoviolaceum,820,0.0431,0.060363537,0.041906613,0.0034,0.00430561,0.003262129
15287at155619,between,5658,0.4343,0.434938176,0.033046527,0.0383,0.038404366,0.004798788
15287at155619,T. abietinum,9453,0.0974,0.102585856,0.05374278,0.0117,0.012042399,0.006166146
15287at155619,T. fuscoviolaceum,820,0.0817,0.092568293,0.054959914,0.0099,0.011725122,0.00730533
152at155619,between,5658,0.3804,0.379731972,0.021783673,0.0401,0.038943584,0.003242685
152at155619,T. abietinum,9453,0.0554,0.075621231,0.052934129,0.0086,0.009934116,0.006181395
152at155619,T. fuscoviolaceum,820,0.1231,0.094560854,0.063871313,0.0152,0.013264756,0.008775865
15315at155619,between,5658,0.52545,0.518640951,0.030763124,0.0254,0.025042789,0.002759851
15315at155619,T. abietinum,9453,0.062,0.070304538,0.041436773,0.0064,0.006160013,0.003227177
15315at155619,T. fuscoviolaceum,820,0.02005,0.06491939,0.067080978,0.0032,0.004717195,0.003594037
15341at155619,between,5658,0.3918,0.393543372,0.020187532,0.0226,0.023680099,0.00247574
15341at155619,T. abietinum,9453,0.1183,0.10226052,0.058628329,0.0052,0.004873691,0.00284126
15341at155619,T. fuscoviolaceum,820,0.0079,0.035205488,0.037883548,0,0.003142195,0.005357325
15611at155619,between,5658,0.4416,0.449526635,0.029319512,0.0286,0.033752351,0.015910016
15611at155619,T. abietinum,9453,0.0689,0.069701904,0.030110861,0.0037,0.004086861,0.00201741
15611at155619,T. fuscoviolaceum,820,0.0212,0.055024146,0.053559465,0.0046,0.014931829,0.023172667
15628at155619,between,5658,0.4036,0.40884415,0.028484052,0.0215,0.021905956,0.002812111
15628at155619,T. abietinum,9453,0.0832,0.069951909,0.035921359,0.0038,0.004638485,0.004021907
15628at155619,T. fuscoviolaceum,820,0.071,0.065546585,0.046276972,0.0039,0.003433537,0.002426972
15704at155619,between,5658,0.3633,0.364201343,0.017138203,0.0496,0.050004383,0.004544053
15704at155619,T. abietinum,9453,0.103,0.080793335,0.048643889,0.0089,0.00939324,0.007090466
15704at155619,T. fuscoviolaceum,820,0.0097,0.038435366,0.039068021,0.0037,0.007774756,0.007183418
15732at155619,between,5658,0.3866,0.396490103,0.037608832,0.0101,0.010883316,0.001849494
15732at155619,T. abietinum,9453,0.0505,0.055794298,0.046161445,0.0014,0.001464974,0.001286677
15732at155619,T. fuscoviolaceum,820,0.159,0.138080854,0.114114925,0.005,0.00621561,0.005318746
15791at155619,between,5658,0.2379,0.244137027,0.028333396,0,6.57E-05,0.000415654
15791at155619,T. abietinum,9453,0.0278,0.034100815,0.030123825,0,0,0
15791at155619,T. fuscoviolaceum,820,0.0282,0.024049756,0.019731621,0,0.000130488,0.00057665
15795at155619,between,5658,0.3058,0.308081036,0.018560603,0.0162,0.01867872,0.005925462
15795at155619,T. abietinum,9453,0.0618,0.064356035,0.036993092,0.0013,0.002263504,0.001927523
15795at155619,T. fuscoviolaceum,820,0.07665,0.070562927,0.040043015,0.0053,0.008372927,0.006957876
1586at155619,between,5658,0.3257,0.327209738,0.021405095,0.0119,0.011765217,0.00145094
1586at155619,T. abietinum,9453,0.0763,0.063678081,0.046948161,0.0015,0.00132541,0.001083375
1586at155619,T. fuscoviolaceum,820,0.123,0.105971341,0.067358891,0.0038,0.003135244,0.002093653
15886at155619,between,5658,0.3259,0.324527572,0.015581973,0.0311,0.031338689,0.002328291
15886at155619,T. abietinum,9453,0.0777,0.075687147,0.038419646,0.0047,0.005163736,0.003078468
15886at155619,T. fuscoviolaceum,820,0.05,0.049333049,0.025213711,0.0043,0.004409268,0.00240227
1588at155619,between,5658,0.359,0.358414634,0.011825286,0.0269,0.027142966,0.001691893
1588at155619,T. abietinum,9453,0.0781,0.06509562,0.033367054,0.0074,0.006849561,0.003267241
1588at155619,T. fuscoviolaceum,820,0.0214,0.052967805,0.048751108,0.0017,0.003590854,0.003463429
15997at155619,between,5658,0.4067,0.407444998,0.019879334,0.0598,0.060477041,0.003088717
15997at155619,T. abietinum,9453,0.0652,0.0747309,0.055364924,0.0171,0.016432466,0.00982085
15997at155619,T. fuscoviolaceum,820,0.0015,0.020078902,0.027276481,0.0019,0.005613415,0.006472285
16013at155619,between,5658,0.2823,0.290848515,0.030456604,0.0744,0.078552686,0.01016228
16013at155619,T. abietinum,9453,0.0879,0.080208273,0.044957399,0.0129,0.011567915,0.005532787
16013at155619,T. fuscoviolaceum,820,0.028,0.050998902,0.072071059,0.0268,0.017219146,0.01634788
16038at155619,between,5658,0.3617,0.357588883,0.015292794,0.0488,0.049797897,0.003553357
16038at155619,T. abietinum,9453,0.058,0.051584619,0.030823476,0.0063,0.007438855,0.00553328
16038at155619,T. fuscoviolaceum,820,0.0033,0.05189939,0.063396773,0.0038,0.010853659,0.010996799
16068at155619,between,5658,0.5275,0.530049947,0.020837854,0.0499,0.050407458,0.003234459
16068at155619,T. abietinum,9453,0.1499,0.108222427,0.073856278,0.0217,0.016546599,0.010997396
16068at155619,T. fuscoviolaceum,820,0.0304,0.06268061,0.049523352,0.0046,0.007108537,0.005769365
16171at155619,between,5658,0.404,0.403043266,0.022667245,0.0379,0.038588176,0.002003504
16171at155619,T. abietinum,9453,0.0559,0.076432138,0.07704167,0.0036,0.006768232,0.006798631
16171at155619,T. fuscoviolaceum,820,0.0232,0.022950366,0.013924033,9.00E-04,0.000713415,0.000781011
16231at155619,between,5658,0.344,0.344973471,0.022402437,0.0192,0.020352439,0.005142814
16231at155619,T. abietinum,9453,0.1026,0.101580662,0.059960051,0.0118,0.012514958,0.009016462
16231at155619,T. fuscoviolaceum,820,0.0193,0.032097317,0.029862581,0.0029,0.005270244,0.005000939
16251at155619,between,5658,0.2611,0.262963415,0.021164139,0.0121,0.012316879,0.001642843
16251at155619,T. abietinum,9453,0.0405,0.037657749,0.024802765,0.0033,0.002857558,0.002591481
16251at155619,T. fuscoviolaceum,820,0.01335,0.03685,0.035158098,0.0011,0.000600976,0.000635363
16297at155619,between,5658,0.4358,0.432267038,0.040754529,0.0172,0.017540951,0.008871973
16297at155619,T. abietinum,9453,0.0589,0.059479012,0.047193126,0.0013,0.003702613,0.012298788
16297at155619,T. fuscoviolaceum,820,0.0806,0.082343171,0.035474214,0,0.00046561,0.000960674
16301at155619,between,5658,0.2501,0.248395917,0.009904872,0.0235,0.023980346,0.001582483
16301at155619,T. abietinum,9453,0.0316,0.052657908,0.038972489,0.0043,0.004703766,0.003398075
16301at155619,T. fuscoviolaceum,820,0.0044,0.070857439,0.086998234,9.00E-04,0.008656829,0.010008621
16347at155619,between,5658,0.4359,0.436589166,0.03170557,0.0074,0.008465394,0.007542377
16347at155619,T. abietinum,9453,0.1321,0.132092129,0.051421024,0.0046,0.006138305,0.010211109
16347at155619,T. fuscoviolaceum,820,0.027,0.038382561,0.029159844,0.0018,0.002149146,0.002013571
16425at155619,between,5658,0.3739,0.375771174,0.011825428,0.0416,0.041659544,0.002464657
16425at155619,T. abietinum,9453,0.0969,0.082197652,0.0479521,0.0141,0.01360329,0.006676123
16425at155619,T. fuscoviolaceum,820,0.0051,0.009458049,0.009016791,0.0032,0.003336098,0.002383821
16542at155619,between,5658,0.3545,0.35316269,0.016782997,0.0185,0.018058961,0.002175421
16542at155619,T. abietinum,9453,0.0772,0.063672897,0.040529209,0.0037,0.003287422,0.001875754
16542at155619,T. fuscoviolaceum,820,0.0593,0.053235976,0.042662694,0.0056,0.004415488,0.004131107
16558at155619,between,5658,0.4382,0.443771421,0.041497977,0.0282,0.027495847,0.003905851
16558at155619,T. abietinum,9453,0.0752,0.075438549,0.076347559,0.0065,0.006123379,0.006034798
16558at155619,T. fuscoviolaceum,820,0.06015,0.062532927,0.038757066,0.0072,0.008575122,0.006076602
16610at155619,between,5658,0.2433,0.238339024,0.018304619,0.0011,0.001712955,0.002923062
16610at155619,T. abietinum,9453,0.025,0.04620768,0.037199227,0,0.001203576,0.004048398
16610at155619,T. fuscoviolaceum,820,0.0081,0.009113537,0.007108337,0,0,0
16649at155619,between,5658,0.469,0.466773648,0.045881041,0.0288,0.031998586,0.017633299
16649at155619,T. abietinum,9453,0.0746,0.074008146,0.0393046,0.0071,0.00775174,0.008693802
16649at155619,T. fuscoviolaceum,820,0.04165,0.080041098,0.071154918,0.0088,0.014608171,0.024097939
16677at155619,between,5658,0.4882,0.491335543,0.021146293,0.0284,0.028378473,0.00384105
16677at155619,T. abietinum,9453,0.0827,0.096419465,0.060264676,0.0077,0.006990775,0.004650718
16677at155619,T. fuscoviolaceum,820,0.0111,0.019150366,0.018484513,0.0015,0.002846707,0.00311045
16686at155619,between,5658,0.3001,0.293849452,0.022990247,0.0032,0.003598091,0.000761726
16686at155619,T. abietinum,9453,0.0143,0.035837216,0.034434378,0,0.00071262,0.001080443
16686at155619,T. fuscoviolaceum,820,0.0483,0.039634146,0.024998868,0,7.80E-05,0.000344864
16707at155619,between,5658,0.4355,0.441860852,0.032809038,0.0684,0.063836797,0.013642015
16707at155619,T. abietinum,9453,0.0952,0.075216799,0.049714833,0.0351,0.027521263,0.016829192
16707at155619,T. fuscoviolaceum,820,0.077,0.07785622,0.052224406,0.0154,0.017367195,0.011271103
16808at155619,between,5658,0.4052,0.395283846,0.02748128,0.0014,0.001523719,0.001057849
16808at155619,T. abietinum,9453,0.0647,0.062713922,0.035334183,0,0.000665566,0.00078233
16808at155619,T. fuscoviolaceum,820,0.0093,0.017609878,0.017929738,0,0.000358537,0.00061144
16881at155619,between,5658,0.4149,0.411416331,0.029966847,0.0979,0.098116384,0.007523634
16881at155619,T. abietinum,9453,0.0738,0.075150386,0.045292903,0.0254,0.026065535,0.015020193
16881at155619,T. fuscoviolaceum,820,0.103,0.127579268,0.0899827,0.02425,0.031923537,0.022141437
16913at155619,between,5658,0.4225,0.423876264,0.025154586,0.0246,0.02611087,0.005117975
16913at155619,T. abietinum,9453,0.0886,0.0901128,0.048222276,0.0105,0.012099947,0.007959961
16913at155619,T. fuscoviolaceum,820,0.1221,0.114422439,0.04734912,0.0103,0.009613537,0.004142593
17036at155619,between,5658,0.3565,0.356650848,0.020072375,0.0808,0.08156322,0.003536889
17036at155619,T. abietinum,9453,0.0477,0.050306062,0.039999436,0.0108,0.01177641,0.008664461
17036at155619,T. fuscoviolaceum,820,0.0042,0.066566707,0.081292915,0.0029,0.015745122,0.017725694
17087at155619,between,5658,0.4466,0.446669583,0.023167262,0.0341,0.036830877,0.008452115
17087at155619,T. abietinum,9453,0.0987,0.09128355,0.038383575,0.0121,0.015248598,0.011368869
17087at155619,T. fuscoviolaceum,820,0.02995,0.10057378,0.1034581,0.0027,0.00891439,0.009122045
17119at155619,between,5658,0.4046,0.403391198,0.025231491,0.0245,0.028552828,0.008911086
17119at155619,T. abietinum,9453,0.1023,0.100007416,0.061623002,0.0128,0.014231122,0.010888012
17119at155619,T. fuscoviolaceum,820,0.077,0.079265244,0.059819909,0.0067,0.006504024,0.005339655
17120at155619,between,5658,0.3414,0.344073471,0.016947327,0.033,0.032534111,0.003100936
17120at155619,T. abietinum,9453,0.0774,0.06429818,0.040468239,0.009,0.008843203,0.004227209
17120at155619,T. fuscoviolaceum,820,0.0067,0.044070122,0.050901279,0.0027,0.006709268,0.006468235
17226at155619,between,5658,0.28745,0.288933104,0.012433199,0.0281,0.027835755,0.001813377
17226at155619,T. abietinum,9453,0.0605,0.077603512,0.051185948,0.0081,0.00902998,0.00589602
17226at155619,T. fuscoviolaceum,820,0.0033,0.021865,0.030852515,0.0016,0.003016098,0.004180586
17242at155619,between,5658,0.1416,0.148145688,0.019068068,0.0206,0.029336903,0.016914326
17242at155619,T. abietinum,9453,0.0412,0.032042304,0.025534224,0.0068,0.006125346,0.005636659
17242at155619,T. fuscoviolaceum,820,0.0444,0.041877927,0.025670622,0.0082,0.018927195,0.019055942
17260at155619,between,5658,0.3073,0.308268081,0.024683066,0.0231,0.023910587,0.005377587
17260at155619,T. abietinum,9453,0.0732,0.082682513,0.046650605,0.0077,0.009448461,0.006981254
17260at155619,T. fuscoviolaceum,820,0.045,0.046879146,0.025463353,0.0051,0.005686829,0.003349761
17280at155619,between,5658,0.3332,0.335422605,0.023112043,0.0533,0.054000159,0.004844576
17280at155619,T. abietinum,9453,0.1046,0.091692881,0.039717433,0.0221,0.022543076,0.011242551
17280at155619,T. fuscoviolaceum,820,0.091,0.083037195,0.050732319,0.0171,0.015504024,0.008230341
17306at155619,between,5658,0.3518,0.355325521,0.019277693,0.0162,0.016831531,0.001485471
17306at155619,T. abietinum,9453,0.0812,0.078389506,0.040330815,0.0031,0.003824183,0.002800917
17306at155619,T. fuscoviolaceum,820,0.0356,0.038190122,0.02245098,0.0021,0.002232439,0.001356528
17316at155619,between,5658,0.3278,0.331531513,0.023372798,0.0241,0.024323188,0.002438815
17316at155619,T. abietinum,9453,0.0947,0.086963662,0.038969641,0.0017,0.002219846,0.002041663
17316at155619,T. fuscoviolaceum,820,0.0269,0.032381463,0.025566421,0.0035,0.003311341,0.002497027
17392at155619,between,5658,0.4989,0.524324655,0.076181761,0.0245,0.023870855,0.004639447
17392at155619,T. abietinum,9453,0.1109,0.103143457,0.060239037,0.0046,0.003875669,0.002875581
17392at155619,T. fuscoviolaceum,820,0.0931,0.110033293,0.079866988,0.0069,0.00653122,0.003780242
17441at155619,between,5658,0.4386,0.442310534,0.021493394,0.0402,0.04034544,0.002694681
17441at155619,T. abietinum,9453,0.0653,0.063048662,0.035033444,0.0038,0.004148397,0.003534439
17441at155619,T. fuscoviolaceum,820,0.0137,0.042219756,0.042252851,0.0029,0.005774634,0.005346078
17529at155619,between,5658,0.3609,0.356291587,0.020547949,0.0229,0.022774337,0.002477335
17529at155619,T. abietinum,9453,0.1101,0.09597971,0.047194755,0.0069,0.005833397,0.003315869
17529at155619,T. fuscoviolaceum,820,0.0373,0.057694268,0.046555147,0.0027,0.004266829,0.004008388
17563at155619,between,5658,0.3408,0.338330559,0.0144189,0.0277,0.027720201,0.002984227
17563at155619,T. abietinum,9453,0.0493,0.060749096,0.039400407,0.0072,0.006644938,0.003516074
17563at155619,T. fuscoviolaceum,820,0.0086,0.014778171,0.018529112,0.0018,0.002944634,0.002134531
17612at155619,between,5658,0.41285,0.412444875,0.024513865,0.0276,0.028693761,0.005430182
17612at155619,T. abietinum,9453,0.1093,0.097016471,0.051975992,0.01,0.0092128,0.004240965
17612at155619,T. fuscoviolaceum,820,0.02195,0.070721829,0.071189641,0.0062,0.014174024,0.013127763
17669at155619,between,5658,0.3782,0.379005249,0.026403015,0.0256,0.0260266,0.003683194
17669at155619,T. abietinum,9453,0.1251,0.100652385,0.055789218,0.0067,0.006761959,0.004346841
17669at155619,T. fuscoviolaceum,820,0.0264,0.028008293,0.020760675,0.0041,0.003552683,0.002565875
17860at155619,between,5658,0.2707,0.271665748,0.020510927,0.0486,0.049976228,0.008957061
17860at155619,T. abietinum,9453,0.0876,0.092293346,0.047663912,0.0112,0.011995599,0.012556601
17860at155619,T. fuscoviolaceum,820,0.0342,0.029426098,0.023480731,0.0022,0.00307561,0.00408877
17887at155619,between,5658,0.4005,0.396805514,0.027459141,0.0029,0.002966543,0.00074204
17887at155619,T. abietinum,9453,0.1088,0.104701703,0.059350105,0,0.000454321,0.000921219
17887at155619,T. fuscoviolaceum,820,0.053,0.053025488,0.041875369,0,0.000208537,0.000519275
17927at155619,between,5658,0.3784,0.379753941,0.01297693,0.0738,0.074825999,0.007302462
17927at155619,T. abietinum,9453,0.1018,0.09755558,0.036769627,0.0202,0.021321274,0.011786977
17927at155619,T. fuscoviolaceum,820,0.0435,0.046080976,0.028821123,0.014,0.014278049,0.006126326
17956at155619,between,5658,0.4198,0.424146394,0.025903404,0.0338,0.032864281,0.005232971
17956at155619,T. abietinum,9453,0.1485,0.117369153,0.072062735,0.0114,0.010156342,0.006868331
17956at155619,T. fuscoviolaceum,820,0.0059,0.027492561,0.031705857,0.0012,0.002266341,0.002571904
17991at155619,between,5658,0.4317,0.426922464,0.026124964,0.0293,0.029016614,0.002064333
17991at155619,T. abietinum,9453,0.079,0.098258648,0.062663331,0.0046,0.0048,0.00370207
17991at155619,T. fuscoviolaceum,820,0.0111,0.054634512,0.061033056,0.0023,0.003651707,0.003207791
18034at155619,between,5658,0.471,0.489710216,0.062202863,0.0195,0.016593991,0.007615855
18034at155619,T. abietinum,9453,0.1972,0.177528594,0.105111358,0.0078,0.008021454,0.00591464
18034at155619,T. fuscoviolaceum,820,0.0312,0.058786098,0.053879392,0.0138,0.008790976,0.00760881
18096at155619,between,5658,0.44,0.435387893,0.022458871,0.0064,0.007039272,0.001555606
18096at155619,T. abietinum,9453,0.0467,0.059028097,0.044712376,0.0013,0.001506686,0.001618605
18096at155619,T. fuscoviolaceum,820,0.0349,0.033382927,0.017762743,0.0013,0.001712073,0.001419888
18154at155619,between,5658,0.4167,0.419100654,0.020086374,0.05,0.049010127,0.010731546
18154at155619,T. abietinum,9453,0.0821,0.078906897,0.053947417,0.0099,0.009508791,0.006323617
18154at155619,T. fuscoviolaceum,820,0.0147,0.042526707,0.043744332,0.0125,0.014541098,0.015716556
